"ID","Area","Feature","User Story","Expected Behavior","Entry Point","Key Files","Priority","Status","Test Method","Test Result","Errors/Bugs Found","Severity","Fix Status","Notes"
"SRCH-09","Search & suggestions & recent searches","Result-type filter chips","As a user, I want filter chips (All, Songs, Albums, Artists, Featured/Community playlists, Podcasts) so that I can narrow results to one content type.","Filter chips render only when results is non-empty, in a horizontal non-indicator ScrollView, one per SearchFilter case. Tapping a chip sets selectedFilter (animated with AppAnimation.spring). The selected chip is filled accentColor with white text; others use secondary 20% fill. selectedFilter.didSet, when the value changed, query is non-empty, and lastSearchedQuery != nil, runs searchWithFilter() which performs a fresh filtered network search (no debounce): .all->client.search, .songs->searchSongsWithPagination, .albums->searchAlbums, .artists->searchArtists, .featuredPlaylists->searchFeaturedPlaylists, .communityPlaylists->searchCommunityPlaylists, .podcasts->searchPodcasts. Each chip exposes accessibility identifier and a Selected/Not selected accessibility value.","Tap a filter chip below the search field","Sources/Kaset/Views/SearchView.swift; Sources/Kaset/ViewModels/SearchViewModel.swift; Sources/Kaset/Services/API/YTMusicClient.swift","P0","Fixed & retested","Static audit + unit/VM tests; live-app smoke; UI tests in CI","Pass (post-fix; 926 unit tests green; UI tests in CI)","F017(medium): Search filter chips vanish when a filtered search returns zero results, trapping the user on the empty filter","medium","Fixed (merged)","Featured and Community playlists both display as Playlist items via results.playlists."
"SRCH-10","Search & suggestions & recent searches","Ordered shelf rendering on All tab","As a user, I want the All tab to mirror YouTube Music's own result ordering (Top result, Songs, Albums, etc.) so that the most relevant content appears first.","On the .all filter, if results.sections is non-empty, the results list renders each SearchSection in YouTube's returned order. Each section shows a header: its title (e.g. ""Songs"", ""Albums"", ""Community playlists"") or, for the top-result card (isTopResult), the localized ""Top result"" header; untitled non-top shelves render no header. The parser builds sections from musicCardShelfRenderer (top result + its related contents), musicShelfRenderer (titled shelves), and recurses through itemSectionRenderer wrappers to preserve order. If sections is empty (filtered tabs) the view falls back to a flat filteredItems list. Section IDs are stable (""top"", shelf title, or shelf-index) to avoid SwiftUI teardown across personalized re-queries.","Run a search with the All filter selected","Sources/Kaset/Views/SearchView.swift; Sources/Kaset/Models/SearchResponse.swift; Sources/Kaset/Services/API/Parsers/SearchResponseParser.swift","P0","Fixed & retested","Static audit + unit/VM tests; live-app smoke; UI tests in CI","Pass (post-fix; 926 unit tests green; UI tests in CI)","F015(low): Podcast shows are silently dropped from combined ('All') search results","low","Fixed (merged)",""
"SRCH-11","Search & suggestions & recent searches","Result row display & artwork","As a user, I want each result to show artwork, title, type, and subtitle so that I can identify it at a glance.","Each result row shows a 48x48 thumbnail from item.thumbnailURL.highQualityThumbnailURL via CachedAsyncImage; while loading or missing, a quaternary placeholder rectangle with a type icon (music.note/square.stack/person/music.note.list/mic.fill) is shown. Artist thumbnails are clipped to a 24pt-radius circle; all others to a 6pt-radius rounded rect. Title is one line; below it resultType (Song/Album/Artist/Playlist/Podcast) and, if present, a bullet + subtitle (artists for songs/albums, author for podcasts, stripped ""Playlist • "" author for playlists; artists have no subtitle). Songs (item.videoId != nil) show a trailing play.circle indicator. Rows use the interactiveRow button style.","View search results list","Sources/Kaset/Views/SearchView.swift; Sources/Kaset/Models/SearchResponse.swift","P0","Tested — Pass","Static audit + unit/VM tests; live-app smoke; UI tests in CI","Pass","","","N/A",""
"SRCH-12","Search & suggestions & recent searches","Tap a result to play or navigate","As a user, I want tapping a result to play a song or open the album/artist/playlist/podcast so that I can act on it immediately.","handleItemTap: tapping a song calls playerService.playWithRadio(song:) (plays it and builds a radio queue of similar songs in the background); tapping an artist pushes the Artist onto navigationPath; tapping an album wraps it into a Playlist (id/title/thumbnail/trackCount/author) and pushes it; tapping a playlist pushes the Playlist; tapping a podcast show pushes the PodcastShow. Pushed destinations are resolved by the navigationDestinations(client:) modifier on the NavigationStack.","Click a result row","Sources/Kaset/Views/SearchView.swift; Sources/Kaset/Views/SharedViews/NavigationDestinationsModifier.swift","P0","Tested — Pass","Static audit + unit/VM tests; live-app smoke; UI tests in CI","Pass","","","N/A",""
"SRCH-13","Search & suggestions & recent searches","Song result context menu","As a user, I want a right-click menu on a song result so that I can queue, play, favorite, like/dislike, add to library, share, or jump to its artist/album.","Right-clicking a song shows: AddToQueueContextMenu (play next / add to queue), Play (playWithRadio), Favorites toggle, Like/Dislike, Start Radio, Add to Library (SongActionsHelper.addToLibrary via playerService), Share, and conditionally Go to Artist (NavigationLink to the first artist with a navigable id) and Go to Album (NavigationLink to a Playlist built from the song's album when album.hasNavigableId). Items are separated by Dividers.","Right-click / context menu on a song result row","Sources/Kaset/Views/SearchView.swift","P1","Tested — Pass","Static audit + unit/VM tests; live-app smoke; UI tests in CI","Pass","","","N/A",""
"SRCH-14","Search & suggestions & recent searches","Album result context menu","As a user, I want a context menu on an album result so that I can view, play, queue, favorite, or share it.","Right-clicking an album shows: View Album (pushes a Playlist wrapper onto navigationPath), Play (SongActionsHelper.playAlbum), Play Next (addAlbumToQueueNext), Add to Queue (addAlbumToQueueLast), Favorites toggle, and Share. All album playback actions use viewModel.client and playerService.","Right-click / context menu on an album result row","Sources/Kaset/Views/SearchView.swift","P1","Tested — Pass","Static audit + unit/VM tests; live-app smoke; UI tests in CI","Pass","","","N/A",""
"SRCH-15","Search & suggestions & recent searches","Artist / playlist / podcast context menus","As a user, I want context menus on artist, playlist, and podcast results so that I can open, favorite, share, or add them appropriately.","Artist menu: View Artist (push), Favorites toggle, Share. Playlist menu: Add to Library (SongActionsHelper.addPlaylistToLibrary with client + libraryViewModel), Favorites toggle, Share, View Playlist (push). Podcast menu: View Podcast (push) and Favorites toggle. Each pushes its destination onto navigationPath where applicable.","Right-click / context menu on artist, playlist, or podcast result rows","Sources/Kaset/Views/SearchView.swift","P1","Tested — Pass","Static audit + unit/VM tests; live-app smoke; UI tests in CI","Pass","","","N/A",""
"SRCH-16","Search & suggestions & recent searches","Pagination / load more for filtered results","As a user, I want to load more results for a filtered search so that I can browse beyond the first page.","hasMoreResults is false for the .all filter (no pagination for mixed results) and otherwise reflects client.hasMoreSearchResults (continuation token present). When hasMoreResults is true, a loadMoreView appears at the bottom: if loadingState == .loadingMore it shows a small ProgressView with ""Loading more...""; otherwise it shows a ""Load More"" button that also auto-triggers loadMore() via .task when it becomes visible (infinite scroll). loadMore() guards filter != .all, loadingState == .loaded, and hasMoreResults; sets .loadingMore; fetches client.getSearchContinuation(); merges continuation songs/albums/artists/playlists/podcastShows and new continuationToken into results; returns to .loaded. If continuation is nil it returns to .loaded. On error it logs and reverts to .loaded to allow retry.","Scroll to bottom of a filtered results list / tap Load More","Sources/Kaset/Views/SearchView.swift; Sources/Kaset/ViewModels/SearchViewModel.swift; Sources/Kaset/Services/API/YTMusicClient.swift; Sources/Kaset/Services/API/Parsers/SearchResponseParser.swift","P1","Fixed & retested","Static audit + unit/VM tests; live-app smoke; UI tests in CI","Pass (post-fix; 926 unit tests green; UI tests in CI)","F015(low): Podcast shows are silently dropped from combined ('All') search results","low","Fixed (merged)",""
"SRCH-17","Search & suggestions & recent searches","Recent searches list","As a user, I want to see my recent searches when the field is empty so that I can re-run them quickly.","When query is empty and RecentSearchesStore.shared.recent is non-empty, the empty state shows a scrollable ""Recent Searches"" list with a ""Clear All"" button. Each row has a clock.arrow.circlepath icon, the query text, and a remove (x) button (help/accessibility label ""Remove from history""). Tapping the query text fires HapticService.success(), sets viewModel.query to the entry, and runs searchImmediately() (no debounce). Recent entries are persisted in UserDefaults (key settings.recentSearches), newest-first, capped at 10, deduped case-insensitively (re-recording promotes to top). Only queries that returned at least one result are recorded (in performSearch).","Empty search field shows recent searches; tap a recent row","Sources/Kaset/Views/SearchView.swift; Sources/Kaset/Services/RecentSearchesStore.swift; Sources/Kaset/ViewModels/SearchViewModel.swift","P1","Tested — Pass","Static audit + unit/VM tests; live-app smoke; UI tests in CI","Pass","","","N/A",""
"SRCH-18","Search & suggestions & recent searches","Remove / clear recent searches","As a user, I want to delete individual recent searches or clear them all so that I can manage my search history.","Tapping a recent row's x button calls RecentSearchesStore.remove(entry), which removes all exact matches from recent and writes the array back to UserDefaults. Tapping ""Clear All"" calls clearAll(), which empties recent and removes the UserDefaults key. The list updates immediately (store is @Observable). Whitespace/empty queries are never recorded; record() trims whitespace and ignores empties.","x button on a recent row; Clear All button","Sources/Kaset/Views/SearchView.swift; Sources/Kaset/Services/RecentSearchesStore.swift","P2","Tested — Pass","Static audit + unit/VM tests; live-app smoke; UI tests in CI","Pass","","","N/A",""
"SRCH-19","Search & suggestions & recent searches","Empty / idle states","As a user, I want clear guidance when I have not searched yet so that I know what to do.","In loadingState .idle: if query is empty and there are no recent searches, the view shows a magnifyingglass icon, ""Search for your favorite music"", and ""Find songs, albums, artists, and playlists"". If query is empty and recents exist, the recent searches list is shown instead. If query is non-empty but no search has run (idle), it shows the same magnifyingglass layout but with the prompt ""Press Enter to search"".","Open Search with no/partial query","Sources/Kaset/Views/SearchView.swift","P1","Tested — Pass","Static audit + unit/VM tests; live-app smoke; UI tests in CI","Pass","","","N/A",""
"SRCH-20","Search & suggestions & recent searches","Loading state","As a user, I want a loading indicator while a search runs so that I know the app is working.","When loadingState is .loading or .loadingMore, the content area shows a LoadingView with localized text ""Searching..."". (Pagination's inline ""Loading more..."" indicator is separate and shown within the results list, see SRCH-16.)","After submitting a search or changing filter","Sources/Kaset/Views/SearchView.swift","P1","Tested — Pass","Static audit + unit/VM tests; live-app smoke; UI tests in CI","Pass","","","N/A","Both .loading and .loadingMore map the whole content area to the Searching... LoadingView; loadMore relies on the inline indicator inside the results list when results already exist."
"SRCH-21","Search & suggestions & recent searches","No results state","As a user, I want a clear message when a search returns nothing so that I know to try a different query.","When loadingState is .loaded and filteredItems is empty, the view shows a magnifyingglass icon, ""No results found"", and ""Try searching for something else"". Because empty results are not recorded to history, a no-result query will not appear in recent searches.","Search that yields no items for the active filter","Sources/Kaset/Views/SearchView.swift; Sources/Kaset/ViewModels/SearchViewModel.swift","P1","Tested — Pass","Static audit + unit/VM tests; live-app smoke; UI tests in CI","Pass","","","N/A",""
"SRCH-22","Search & suggestions & recent searches","Error state & retry","As a user, I want to see an error with a retry option when a search fails so that I can recover without retyping.","On a failed search (non-cancellation error, query unchanged), performSearch sets loadingState .error(LoadingError(from: error)) and the content area shows an ErrorView with that error and a retry action that calls viewModel.search() again. CancellationError (from cancelled URLSession requests or task cancellation) is ignored and does not surface an error. Suggestion fetch failures never show an error (silent).","Search that fails (server/network error)","Sources/Kaset/Views/SearchView.swift; Sources/Kaset/ViewModels/SearchViewModel.swift","P1","Tested — Pass","Static audit + unit/VM tests; live-app smoke; UI tests in CI","Pass","","","N/A",""
"SRCH-23","Search & suggestions & recent searches","Offline / no-connection state","As a user, I want a no-connection message when I am offline so that I understand why search is not working.","SearchView watches NetworkMonitor.shared. When isConnected is false, the entire content area is replaced by an ErrorView titled ""No Connection"" with message ""Please check your internet connection and try again."" and a retry action that calls viewModel.search(). This takes precedence over all loadingState-based views.","Open or use Search while offline","Sources/Kaset/Views/SearchView.swift","P1","Tested — Pass","Static audit + unit/VM tests; live-app smoke; UI tests in CI","Pass","","","N/A",""
"SRCH-24","Search & suggestions & recent searches","Search result caching","As a user, I want repeated searches to return quickly so that browsing back and forth feels fast.","All search() endpoint calls (search and the filtered variants) pass ttl: APICache.TTL.search (2 minutes), so identical search requests within that window are served from cache. Suggestions (getSearchSuggestions via music/get_search_suggestions) are explicitly NOT cached because they are ephemeral.","Re-running the same search within 2 minutes","Sources/Kaset/Services/API/YTMusicClient.swift; Sources/Kaset/Services/API/APICache.swift","P2","Tested — Pass","Static audit + unit/VM tests; live-app smoke; UI tests in CI","Pass","","","N/A",""
"SRCH-25","Search & suggestions & recent searches","Back navigation, swipe gestures & pop-to-root","As a user, I want to navigate into details from search and swipe/return to root so that moving around feels native.","SearchView wraps content in a NavigationStack bound to navigationPath and applies navigationSwipeGestures(path:) for swipe-based back navigation through pushed detail pages. When globalNavigation.popSearchToRootSignal changes (from popSearchToRoot(), invoked by Cmd+F / Find / command bar search), onChange resets navigationPath to an empty NavigationPath so the user lands back on the search root before a new query runs.","Swipe gesture / system back; Cmd+F or command bar while on a detail page","Sources/Kaset/Views/SearchView.swift; Sources/Kaset/Views/SharedViews/NavigationSwipeGestures.swift; Sources/Kaset/Services/GlobalNavigationCoordinator.swift","P2","Tested — Pass","Static audit + unit/VM tests; live-app smoke; UI tests in CI","Pass","","","N/A",""
"SRCH-26","Search & suggestions & recent searches","Stale-response / race-condition guarding","As a user, I want results to always match my latest query so that fast typing does not show stale or wrong results.","performSearch captures currentQuery and currentFilter, and before applying results re-checks !Task.isCancelled and self.query == currentQuery, discarding the response (logged at debug) if the query changed mid-request. performFetchSuggestions similarly applies suggestions only if query is unchanged. The query didSet, search(), searchImmediately(), searchWithFilter(), clear(), and selectSuggestion() all cancel prior searchTask/suggestionsTask and clear the continuation to prevent overlap; tasks are also cancelled in deinit.","Rapid typing / fast filter switching during in-flight requests","Sources/Kaset/ViewModels/SearchViewModel.swift","P1","Tested — Pass","Static audit + unit/VM tests; live-app smoke; UI tests in CI","Pass","","","N/A",""
"WEB-01","WebKit web player & DRM playback bridge","Singleton DRM playback WebView","As a listener, I want a single hidden YouTube Music WebView to power all audio playback so that DRM-protected songs play natively without multiple players competing.","SingletonPlayerWebView.shared lazily creates exactly one WKWebView via getWebView(webKitManager:playerService:) on first use. The configuration comes from WebKitManager.createWebViewConfiguration() (shared persistent default data store, element fullscreen enabled, mediaTypesRequiringUserActionForPlayback empty so audio autoplays, AirPlay enabled). A 'singletonPlayer' script message handler plus four injected user scripts are attached: media-control bootstrap (document start), audio-only suppression (document start), mediaSession override (document end), and the playback observer (document end). The webView uses the spoofed Safari 26.4 user agent (WebKitManager.userAgent) and is set isInspectable only in DEBUG. Subsequent calls return the existing instance. No static volume init script is injected (volume is set per-load instead).","Triggered the first time PersistentPlayerView (hosted in MainWindow when playerService.pendingPlayVideoId is non-nil) requests the WebView; not directly user-visible.","/Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Views/SingletonPlayerWebView.swift; /Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Services/WebKit/WebKitManager.swift; /Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Views/MiniPlayerViews.swift; /Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Views/MainWindow.swift","P0","Tested — Pass","Static audit + unit/VM tests; live-app smoke; UI tests in CI","Pass","","","N/A","Single source of audio truth; ensureInHierarchy() exists but normal hosting is via PersistentPlayerView's makeNSView/updateNSView re-parenting."
"WEB-02","WebKit web player & DRM playback bridge","Hidden vs first-run mini player tile","As a listener, I want playback to normally stay invisible but get a one-time visible tile on my very first play so that autoplay restrictions are satisfied without cluttering the UI afterward.","PersistentPlayerView is rendered in MainWindow's overlay only when playerService.pendingPlayVideoId is set. When showMiniPlayer is true the tile is 120x68, clipped to a 6pt rounded rectangle at 0.95 opacity with an xmark.circle.fill dismiss button; tapping the button calls confirmPlaybackStarted() (records hasUserInteractedThisSession and sets state .playing). When showMiniPlayer is false the WebView is forced to 1x1 with opacity 0 (effectively hidden). After the first confirmed interaction, future plays load the video directly without showing the tile. The WebView is re-parented into the current container in makeNSView/updateNSView via removeFromSuperview + addSubview with autoresizing.","MainWindow overlay tile / its xmark dismiss button.","/Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Views/MainWindow.swift; /Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Views/MiniPlayerViews.swift; /Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Services/Player/PlayerService.swift","P1","Tested — Pass","Static audit + unit/VM tests; live-app smoke; UI tests in CI","Pass","","","N/A","DisplayMode enum (hidden/miniPlayer/video) is declared on SingletonPlayerWebView but actual sizing/visibility is driven by MainWindow + showMiniPlayer."
"WEB-03","WebKit web player & DRM playback bridge","Load a track into the player","As a listener, I want selecting a song to navigate the hidden player to that track so that the right audio starts playing.","loadVideo(videoId:strategy:) guards on a non-nil webView (logs error and returns otherwise). With .standard strategy it skips navigation when videoId == currentVideoId. It updates currentVideoId immediately to prevent duplicate loads, reads the current volume from PlayerService, pauses the existing video element via JS, then sets window.__kasetTargetVolume to the current volume and loads https://music.youtube.com/watch?v=<videoId>. If the watch URL cannot be built it logs an error and returns. PlayerService.play(song:) only calls loadVideo when hasUserInteractedThisSession is true; otherwise it keeps the hidden WebView idle until the first confirmed interaction.","Any 'play' action across the app (song rows, play buttons) routes through PlayerService.play then SingletonPlayerWebView.loadVideo.","/Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Views/SingletonPlayerWebView.swift; /Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Services/Player/PlayerService.swift","P0","Tested — Pass","Static audit + unit/VM tests; live-app smoke; UI tests in CI","Pass","","","N/A",""
"WEB-04","WebKit web player & DRM playback bridge","Same-track reload strategies (repeat-one / resync)","As a listener, I want repeat-one and queue-correction reloads to behave intelligently so that re-playing the same song is fast and a desynced player gets fully reloaded.","loadVideo accepts VideoLoadStrategy: .standard skips when videoId matches currentVideoId; .preferInPlaceWhenSameVideoId calls restartInPlaceFromBeginning() (seek(0)+play, no page reload) when the id matches; .forceFullPageWhenSameVideoId performs a full webView.load even when the id matches (DOM/WebView resync). Different ids always trigger a full watch-URL load. restartInPlaceFromBeginning seeks the video element to 0 then plays. These strategies are chosen by PlayerService for repeat-one replay and queue-drift correction.","Internal: invoked by PlayerService repeat-one and WebQueueSync reconciliation paths.","/Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Views/SingletonPlayerWebView.swift; /Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Views/SingletonPlayerWebView+PlaybackControls.swift; /Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Services/Player/PlayerService+WebQueueSync.swift","P1","Tested — Pass","Static audit + unit/VM tests; live-app smoke; UI tests in CI","Pass","","","N/A",""
"WEB-05","WebKit web player & DRM playback bridge","Play / pause / resume bridge","As a listener, I want play and pause controls to drive the hidden player so that I can control playback from the native UI.","playPause() injects JS that clicks the YouTube '.play-pause-button.ytmusic-player-bar' if present, else falls back to toggling the <video> element's play()/pause(), returning 'clicked'/'played'/'paused'/'no-element'; JS errors are logged. play() calls video.play() only when paused (returns 'already-playing' otherwise). pause() calls video.pause() only when playing. PlayerService routes commands here when pendingPlayVideoId is set; the legacy evaluatePlayerCommand maps 'pause'/'play'/'pauseVideo()'/'playVideo()' to the same methods.","Play/pause buttons in PlayerBar, CompactPlayerView, FocusPlayerView, MenuBar, plus media-key togglePlayPause via NowPlayingManager.","/Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Views/SingletonPlayerWebView+PlaybackControls.swift; /Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Services/Player/PlayerService.swift","P0","Tested — Pass","Static audit + unit/VM tests; live-app smoke; UI tests in CI","Pass","","","N/A",""
"WEB-06","WebKit web player & DRM playback bridge","Next / previous bridge","As a listener, I want next/previous to work even when there is no native queue so that I can skip tracks within YouTube's own queue.","next() clicks '.next-button.ytmusic-player-bar' (returns 'clicked' or 'no-button'); previous() clicks '.previous-button.ytmusic-player-bar'; both log JS errors. These are only used as a fallback by PlayerService when the native queue is empty (and for previous, only when progress <= 3s). With a populated native queue, skipping is handled in Swift instead. The mediaSession override can also post REMOTE_NEXT/REMOTE_PREVIOUS which call PlayerService.next()/previous().","Next/previous buttons (no-queue fallback) and remote media keys in next/prev mode.","/Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Views/SingletonPlayerWebView+PlaybackControls.swift; /Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Services/Player/PlayerService.swift","P1","Tested — Pass","Static audit + unit/VM tests; live-app smoke; UI tests in CI","Pass","","","N/A",""
"WEB-07","WebKit web player & DRM playback bridge","Seek bridge","As a listener, I want dragging the progress slider to jump the song to that position so that I can scrub through a track.","seek(to:) injects JS setting document.querySelector('video').currentTime to the requested seconds (returns 'seeked' or 'no-video'). PlayerService.seek clamps to [0, duration], routes to the WebView when pendingPlayVideoId is set, and optimistically updates self.progress so the UI reflects the new position immediately. During a deferred restored session, seek stores the value as pendingRestoredSeek instead of issuing it.","Progress sliders in NowPlayingProgressView (Compact/Focus players), PlayerBar, plus media-key changePlaybackPosition.","/Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Views/SingletonPlayerWebView+PlaybackControls.swift; /Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Views/PlayerPresentationViews.swift; /Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Services/Player/PlayerService.swift","P0","Tested — Pass","Static audit + unit/VM tests; live-app smoke; UI tests in CI","Pass","","","N/A",""
"WEB-08","WebKit web player & DRM playback bridge","Volume control bridge","As a listener, I want the volume slider and mute to set the player's volume reliably so that loudness matches my preference.","setVolume(_:) clamps to [0,1], sets window.__kasetTargetVolume, sets window.__kasetIsSettingVolume=true to suppress the volumechange enforcer (reset after 50ms), assigns the <video>.volume, and also calls ytmusic-player.playerApi.setVolume and movie_player.setVolume with the value scaled to 0-100 (results joined for logging). PlayerService.setVolume persists the clamped value to UserDefaults 'playerVolume', maps the slider value through VolumeCurve, and routes to the WebView when a pending video exists. toggleMute saves volumeBeforeMute (persisted), sets volume to 0, and restores it on unmute.","Volume slider and mute button in NowPlayingVolumeControl and PlayerBar.","/Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Views/SingletonPlayerWebView+PlaybackControls.swift; /Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Views/PlayerPresentationViews.swift; /Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Services/Player/PlayerService.swift","P0","Tested — Pass","Static audit + unit/VM tests; live-app smoke; UI tests in CI","Pass","","","N/A",""
"WEB-09","WebKit web player & DRM playback bridge","Volume enforcement against YouTube resets","As a listener, I want my chosen volume to stick even though YouTube keeps resetting it so that tracks don't suddenly blast or go silent.","The observer script's enforceVolumeNow() reverts the <video>.volume back to window.__kasetTargetVolume (within 0.01 tolerance) and re-applies it via the YouTube playerApi/movie_player, guarded by an isEnforcingVolume flag to prevent feedback loops. Enforcement runs on 'playing', 'loadedmetadata', 'loadeddata', 'canplay', and external 'volumechange' (skipped while __kasetIsSettingVolume or isEnforcingVolume). On first video detection it runs a startup burst: every 200ms for 3 seconds (15 iterations) to catch delayed resets. After each page load, didFinish re-applies the saved PlayerService.volume to the video element and YouTube APIs (logging 'applied'/'no-video-yet'/error).","Automatic, runs inside the player WebView on media lifecycle events.","/Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Views/SingletonPlayerWebView+ObserverScript.swift; /Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Views/SingletonPlayerWebView.swift","P1","Tested — Pass","Static audit + unit/VM tests; live-app smoke; UI tests in CI","Pass","","","N/A",""
"WEB-10","WebKit web player & DRM playback bridge","Audio-only playback enforcement","As a listener, I want the player to always stay in Song (audio) mode so that I never get charged data/CPU for video I don't see.","An injected audio-only script installs once (window.__boomboxAudioOnlyInstalled guard). It injects CSS hiding ytmusic-av-toggle and any 'Video' labelled controls/Song-vs-Video dialogs (display/visibility/pointer-events none). It locates Song/Video toggle containers, clicks the Song control if not already selected, and hides every Video control (sets aria-hidden, tabindex -1, inline display:none). applyAudioOnlyPlayback runs immediately, on DOMContentLoaded, yt-navigate-finish, yt-page-data-updated, via a debounced (50ms) scheduleApply, and a MutationObserver on the document. Label matching is locale-tolerant via word-boundary regex and a 30-char cap. Exposed as window.__boomboxApplyAudioOnlyPlayback.","Automatic at document start in the player WebView.","/Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Views/SingletonPlayerWebView+AudioOnlyScript.swift","P1","Tested — Pass","Static audit + unit/VM tests; live-app smoke; UI tests in CI","Pass","","","N/A",""
"WEB-11","WebKit web player & DRM playback bridge","Playback state & metadata observer bridge","As a listener, I want the native UI (title, artist, artwork, progress, play state, like state) to stay in sync with what's actually playing in the hidden player.","The observer script waits for ytmusic-player-bar, then posts STATE_UPDATE messages. isPlaying is read from the <video>.paused property (locale-agnostic). Progress/duration come from #progress-bar value/aria-valuemax. Title/artist come from the player-bar DOM, preferring the player API getVideoData() when DOM lags. thumbnailUrl from the player-bar image. likeStatus from ytmusic-like-button-renderer's like-status attribute (LIKE/DISLIKE/else INDIFFERENT). trackChanged is computed from title/artist/videoId deltas. Updates are throttled to ~2/sec, polled at 1Hz during playback, and triggered by a debounced (100ms) MutationObserver on the player bar (title/aria-label/like-status/value/aria-valuemax) and on waiting/seeked events. The coordinator parses STATE_UPDATE into updatePlaybackState, updates like status only when trackChanged (or repeat-one), and reconciles metadata via updateTrackMetadata.","Automatic; drives PlayerBar, now-playing surfaces, menu bar, and Now Playing remote info.","/Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Views/SingletonPlayerWebView+ObserverScript.swift; /Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Views/SingletonPlayerWebView.swift; /Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Services/Player/PlayerService+WebQueueSync.swift; /Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Services/Player/PlayerService+PlaybackRestoration.swift","P0","Fixed & retested","Static audit + unit/VM tests; live-app smoke; UI tests in CI","Pass (post-fix; 926 unit tests green; UI tests in CI)","F004(low): Live observer updates overwrite a known duration with 0 during track transitions (inconsistent with the restore path)","low","Fixed (merged)",""
"WEB-12","WebKit web player & DRM playback bridge","Track-end detection & queue enforcement","As a listener, I want my native queue and repeat settings to be honored when a track ends so that the next song is the one I expect, not YouTube's autoplay pick.","On the <video> 'ended' event the script posts TRACK_ENDED with the observed videoId and stops polling. handleTrackEnded ignores stale/duplicate ended events whose observed id differs from the expected current track (except repeat-all wraparound and repeat-one replay). With an empty queue it replays for repeat-one or marks ended. With a queue it advances via next() unless at the end with repeat off and no continuation, in which case it sets shouldSuppressAutoplayAfterQueueEnd, marks ended, and pauses to block YouTube autoplay. The WebQueueSync handlers (Kaset-initiated, near-end change, queue drift, repeat-one safety net) re-assert the intended queue track using force-full-page or in-place strategies when YouTube diverges.","Automatic on natural track completion.","/Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Views/SingletonPlayerWebView+ObserverScript.swift; /Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Views/SingletonPlayerWebView.swift; /Users/melboonchan/Master/Projects/YTM/kaset/Sources/Kaset/Services/Player/PlayerService+WebQueueSync.swift","P0","Tested — Pass","Static audit + unit/VM tests; live-app smoke; UI tests in CI","Pass","","","N/A",""
